vendor,order_date,order_number,item,qty,unit_price,line_total,category,build,flag,source,notes
RaceDayQuads,2022-02-26,573526,T-Motor F7 HD & F55A Pro II 3-6S 30x30 Stack/Combo for DJI (F7 HD FC / 32Bit 55A 4in1 ESC),1,137.90,137.90,esc,,?,17f37dbc3b4e2446,"FC+ESC combo stack, no dedicated FC category available; categorized as esc"
RaceDayQuads,2022-02-28,574232,M3 Nylon Nut 4 Pack,1,0.99,0.99,misc,,,17f425df7ba646f6,
RaceDayQuads,2022-02-28,574232,Smoke Stopper (XT60) by RDQ and BengineeringLabs - Modern LED,1,6.95,6.95,tool,,,17f425df7ba646f6,
RaceDayQuads,2022-02-28,574232,RDQ Quad Wall Mount - 3D Printed PLA - White,1,7.99,7.99,misc,,,17f425df7ba646f6,
RaceDayQuads,2022-02-28,574232,RDQ Logo T-Shirt - XL,1,12.99,12.99,misc,,,17f425df7ba646f6,
RaceDayQuads,2022-02-28,574232,WaFL's Cap Cap 5 Pack - Black,1,4.99,4.99,misc,,?,17f425df7ba646f6,product identity unclear (likely motor/prop protective cap covers)
RaceDayQuads,2022-02-28,574232,"XT60 Pigtail 14AWG 4"" - Yellow",1,1.49,1.49,misc,,,17f425df7ba646f6,
RaceDayQuads,2022-02-28,574232,M3 Flight Controller Vibration Dampener 4 Pack - Blue,1,1.99,1.99,misc,,,17f425df7ba646f6,
Pyrodrone,2022-03-03,281109,DJI FPV Goggles V2 Battery,1,29.00,29.00,battery,,,17f50a59317d626f,
Pyrodrone,2022-03-03,281109,PANASONIC 1000UF 35V LOW ESR CAPACITOR,3,1.05,3.15,misc,,,17f50a59317d626f,
RaceDayQuads,2022-03-05,576184,RDQ Logo T-Shirt - 2XL,1,12.99,12.99,misc,,,17f5c56c176bd86e,
RaceDayQuads,2022-03-05,576184,DJI Digital FPV Air Unit Elbow MMCX Antenna 2 Pack,1,15.00,15.00,vtx,,,17f5c56c176bd86e,
RaceDayQuads,2022-03-16,580081,HappyModel 2.4GHz ES24TX-Lite ELRS TX Module for T-Lite,1,36.50,36.50,misc,,,17f93f7307d9047f,
RaceDayQuads,2022-03-20,581367,BetaFPV ELRS Nano 2.4GHz Receiver,1,16.99,16.99,rx,,,17fa74047cd5a175,
RaceDayQuads,2022-03-20,581367,RDQ Quad Wall Mount - 3D Printed PLA - White,1,7.99,7.99,misc,,,17fa74047cd5a175,
RaceDayQuads,2022-03-20,581367,Lumenier Double AXII 2 5.8GHz SMA FPV Antenna - RHCP,1,29.99,29.99,vtx,,,17fa74047cd5a175,
RaceDayQuads,2022-03-20,581367,BetaFPV LiteRadio Transmitter Strap - LiteRadio/ELRS,1,5.00,5.00,misc,,,17fa74047cd5a175,
RaceDayQuads,2022-03-20,581367,HappyModel 2.4GHz EP1 RX Express LRS Receiver,1,13.50,13.50,rx,,,17fa74047cd5a175,
RaceDayQuads,2022-03-21,581797,BetaFPV ELRS Nano 900MHz RC Transmitter Module,1,39.99,39.99,misc,,,17fad8b97f426b68,
RaceDayQuads,2022-03-21,581797,"Gemfan Hurricane 4024 Durable Bi-Blade 4"" Prop 8 Pack - Clear Red",1,3.99,3.99,prop,,,17fad8b97f426b68,
RaceDayQuads,2022-04-03,586262,M2 Black Steel 280 Piece Nut & Bolt Kit,1,9.99,9.99,misc,,,17ff178378e6e634,
RaceDayQuads,2022-04-03,586273,GEPRC GR 1404 3850Kv Micro Motor,3,13.99,41.97,motor,,?,17ff18cd08f222df,qty3 but stated Total ($13.99) doesn't reconcile with order subtotal ($41.97 = $13.99 x 3); Total field treated literally per extraction rule but may be mislabeled per-unit price
RaceDayQuads,2022-04-07,587679,Caddx Ratel 2 Micro 1200TVL CMOS 4:3/16:9 NTSC/PAL FPV Camera (2.1mm) - Red,1,25.99,25.99,cam,,,18005da183e6d2f1,
RaceDayQuads,2022-04-07,587679,BetaFPV ELRS Nano 915MHz Receiver,1,16.99,16.99,rx,,,18005da183e6d2f1,
RaceDayQuads,2022-04-07,587679,RDQ Quad Wall Mount - 3D Printed PLA - Blue,2,7.99,15.98,misc,,?,18005da183e6d2f1,qty2 but stated Total ($7.99) doesn't reconcile with order subtotal ($58.96 implies $15.98 for this line); Total field treated literally per extraction rule but may be mislabeled per-unit price
RaceDayQuads,2022-04-15,590397,"RDQ Source Two V.01 5"" Frame",1,16.95,16.95,frame,,,1802d365fecab1b9,
RaceDayQuads,2022-04-15,590397,RDQ Series 15.2V 4S 660mAh 90C LiHV Battery - XT30,3,14.99,44.97,battery,,?,1802d365fecab1b9,"qty3 but stated Total ($14.99) doesn't reconcile with order subtotal ($61.92 implies $44.97 for this line, i.e. $14.99/unit); Total field treated literally per extraction rule but may be mislabeled per-unit price"
RaceDayQuads,2022-05-01,596377,RadioMaster XT30 to 3 Pin JST Cable for Zorro,1,2.99,2.99,misc,,,1808197ce8bd5ce9,
RaceDayQuads,2022-05-01,596377,Jumper 18650 Battery Case,1,1.50,1.50,misc,,,1808197ce8bd5ce9,
RaceDayQuads,2022-05-23,603693,"RDQ Source One V4 5"" Freestyle Frame",1,26.99,26.99,frame,,,180f0ec66bed6502,
RaceDayQuads,2022-05-23,603753,WaFL's Cap Cap 5 Pack - Black,1,4.99,4.99,misc,,?,180f1b5b2b22fd4e,unclear product purpose
GetFPV,2022-05-25,1000954850,GEPRC GR2004 SpeedX Motor - 1750KV/2550KV (2550kv),2,19.99,39.98,motor,,,180fcc148ecd3c6f,
RaceDayQuads,2022-05-27,605076,"Lumenier Gate Breaker 5x5.3x3 Tri-Blade 5"" Prop 4 Pack - Blue",2,3.99,7.98,prop,,,181069f996a7a0c6,
Pyrodrone,2022-06-01,296919,GEPRC Super Buzzer,1,9.99,9.99,misc,,,1811f32924e08f5f,
GetFPV,2022-06-02,1000957448,GEPRC GR2004 SpeedX Motor - 1750KV/2550KV (2550kv),1,19.99,19.99,motor,,,1812439ef18619cc,
Pyrodrone,2022-06-02,297144,GEPRC Momoda 5.8G Antenna Long Version - MMCX 90 RHCP,1,8.99,8.99,vtx,,,18125d9efee1d057,
RaceDayQuads,2022-06-02,606916,RDQ 30x30 to 20x20 Stack Adapter - 3D Printed TPU - Clear,2,2.99,5.98,frame,,,18125bdefc119fe2,
GetFPV,2022-06-05,1000958393,RadioMaster Zorro Radio Controller Carrying Case,1,22.99,22.99,misc,,,181347a1b3850d76,
Pyrodrone,2022-06-05,297582,Auline 850mAh 14.8v 4S 80C Lipo Battery - XT30,1,16.90,16.90,battery,,,18134315d20ff187,
RaceDayQuads,2022-06-14,610688,Caddx Vista Replacement Coaxial Cable for Vista - Choose Your Length - 12cm,1,10.00,10.00,vtx,,,181622fa2bdcacd0,
RaceDayQuads,2022-06-14,610688,Caddx Vista Replacement Coaxial Cable for Vista - Choose Your Length - 8cm,1,9.00,9.00,vtx,,,181622fa2bdcacd0,
RaceDayQuads,2022-06-15,611067,iFlight Motor Wire Shield 4 Pack - 10x65mm,1,2.29,2.29,misc,,,18167cff20ac6398,
RaceDayQuads,2022-06-15,611067,iFlight Motor Wire Shield 4 Pack - 10x43mm,1,2.29,2.29,misc,,,18167cff20ac6398,
RaceDayQuads,2022-06-15,611067,XT60 Cover Battery Protector - 3D Printed TPU - Blue,2,0.69,1.38,misc,,,18167cff20ac6398,
RaceDayQuads,2022-06-15,611067,XT30 Cover Battery Protector - 3D Printed TPU - Red,6,0.49,2.94,misc,,,18167cff20ac6398,
RaceDayQuads,2022-06-15,611067,iFlight Quad Wrench,1,15.99,15.99,tool,,,18167cff20ac6398,
RaceDayQuads,2022-07-04,616813,"HQ Prop T3x3x3 PC Durable Tri-Blade 3"" Prop 4 Pack (3 Hole) - Red",4,2.29,9.16,prop,,,181cab423c8d6873,
RaceDayQuads,2022-07-04,616813,Flywoo Atomic 5.8GHz U.FL Antenna - 130mm / 100mm Tube / LHCP,1,8.50,8.50,vtx,,,181cab423c8d6873,
GetFPV,2022-07-05,1000968914,Gemfan Circle Race Gate - 78cm,1,8.99,8.99,misc,,,181cfdf96aa62caa,
Pyrodrone,2022-07-06,302409,Flywoo Goku GM8 MINI V2.0 GPS w/ Compass,1,26.99,26.99,misc,,,181d3c73d884a439,
RaceDayQuads,2022-07-08,617962,Flywoo Finder V1.0 Buzzer w/ LED,1,8.99,8.99,misc,,,181ddbd8b3f5d916,
GetFPV,2022-07-10,1000970793,Ethix Quad-Builder Cable Set,1,15.99,15.99,misc,,,181e95d773570524,
GetFPV,2022-07-10,1000970793,AtomRC Dolphin 845mm FPV Wing - Kit Version,1,99.99,99.99,misc,,?,181e95d773570524,"fixed-wing FPV plane, not a multirotor part"
Pyrodrone,2022-07-11,303238,TBS Soldering Flux,1,4.95,4.95,misc,,,181ef104a7efcfab,
GetFPV,2022-07-17,1000973362,"GEPRC CineLog 35 3.5"" CineWhoop Drone HD w/ Caddx Nebula Pro (TBS Crossfire, 1750kv)",1,447.99,447.99,misc,,?,1820e30f6de25f15,"complete BNF cinewhoop build, not a single part"
Pyrodrone,2022-07-17,304116,PyroDrone Graphene 1100mAh 6S 22.2V 75C,1,26.99,26.99,battery,,,1820e38660a6f629,
RaceDayQuads,2022-07-17,620759,CNHL Black Series 22.2V 6S 1100mAh 100C LiPo Battery - XT60,1,26.99,26.99,battery,,,1820e3615c4070c2,
RaceDayQuads,2022-07-17,620759,Matek H743-Wing V3 Flight Controller,1,99.99,99.99,misc,,,1820e3615c4070c2,
RaceDayQuads,2022-07-27,623674,NewBeeDrone Nitro Nectar Gold 3.8V 1S 300mAh 40/80C LiHV Whoop/Micro Battery - PH2.0 Plastic Head,4,6.99,27.96,battery,,,18242166e166f996,
GetFPV,2022-07-29,1000977105,SEQURE SQ-A110 110W Digital Display Soldering Iron,1,33.99,33.99,tool,,,182498ff5510cf7d,
RaceDayQuads,2022-07-31,624962,"APC 6x4EP Bi-Blade 6"" Wing Prop (1PC)",1,2.47,2.47,prop,,,182569c9f4dab827,
RaceDayQuads,2022-07-31,624962,iFlight SucceX Slick V1.1 32Bit 2-6S 45A ESC,1,23.99,23.99,esc,,,182569c9f4dab827,
RaceDayQuads,2022-07-31,624962,iFlight Xing 2306 2450Kv Motor,1,20.99,20.99,motor,,,182569c9f4dab827,
RaceDayQuads,2022-07-31,624962,Caddx Vista Replacement Coaxial Cable for Vista - Choose Your Length - 8cm,4,9.00,36.00,vtx,,,182569c9f4dab827,
GetFPV,2022-08-04,1000979416,Gemfan SL5130 3-Blade Propeller w/M5 Adapters (Set of 4) (White),1,2.99,2.99,prop,,,18269f7fb263c865,
GetFPV,2022-08-04,1000979416,Gemfan SL5130 3-Blade Propeller w/M5 Adapters (Set of 4) (Clear Gray),3,2.99,8.97,prop,,,18269f7fb263c865,
Pyrodrone,2022-08-08,307517,GEPRC Momoda 5.8G Antenna Long Version - UFL LHCP,1,8.99,8.99,vtx,,,1827d12b220940d7,
GetFPV,2022-08-12,1000982103,Caddx DJI 2.1mm F/2.1 Camera Lens,1,9.00,9.00,cam,,,182922a10eaae1f8,
GetFPV,2022-08-16,1000983461,Caddx Polar 1.6mm Camera Lens,1,14.99,14.99,cam,,,182a7455e87b91f1,
GetFPV,2022-08-16,1000983461,Flywoo Nin V2 1203 Pro Motor - 3400KV/4850KV/5500KV/11500KV (3400kv),1,13.99,13.99,motor,,,182a7455e87b91f1,
GetFPV,2022-08-19,1000984471,Caddx Vista Coaxial Cable - 8cm,2,9.00,18.00,vtx,,,182b6a23a2d55a14,
GetFPV,2022-08-19,1000984471,DJI FPV Goggles Sponge Foam Padding,1,18.99,18.99,misc,,,182b6a23a2d55a14,
GetFPV,2022-08-19,1000984471,Lumenier Replacement Silicone Vibration Damping Balls (4 Pack),1,3.99,3.99,misc,,,182b6a23a2d55a14,
GetFPV,2022-08-19,1000984471,Gemfan D90 90mm 3.5in 3-Blade Ducted Cinewhoop Propeller w/M5 Adapters - 1.5mm Shaft (Set of 4) - Whisky,2,2.69,5.38,prop,,,182b6a23a2d55a14,
GetFPV,2022-08-19,1000984471,Gemfan D90 90mm 3.5in 3-Blade Ducted Cinewhoop Propeller w/M5 Adapters - 1.5mm Shaft (Set of 4) - Milk White,2,2.69,5.38,prop,,,182b6a23a2d55a14,
GetFPV,2022-08-19,1000984471,T-Motor VELOX VELOCE V2207.5 V2 Motor - 1750kv (Royal Blue),1,17.5,17.5,motor,,,182b6a23a2d55a14,
RaceDayQuads,2022-08-19,630219,Heat Shrink Tube Set Red and Black - 8 Sizes 150 Pcs,1,6.99,6.99,misc,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,M3 Black Steel 280 Piece Nut & Bolt Kit,1,9.99,9.99,misc,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,M2 Black Steel 280 Piece Nut & Bolt Kit,1,9.99,9.99,misc,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,EMAX ES09MDII 14.8g Dual Bearing Digital Metal Gear Servo,2,12.50,25.00,misc,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,Caddx Vista Replacement Coaxial Cable for Vista - Choose Your Length - 8cm,2,9.00,18.00,vtx,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,BetaFPV ELRS Nano 915MHz Receiver,2,16.99,33.98,rx,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,300W Portable Mini Heat Gun - White - White,1,12.99,12.99,tool,,,182b66c438a87b59,
RaceDayQuads,2022-08-19,630219,"RunCam RC18G 1.8mm M12 Replacement Lens for Phoenix, Swift 2, and DJI",1,12.99,12.99,cam,,,182b66c438a87b59,
GetFPV,2022-08-29,1000987813,Gemfan Airgate Cube 3 (75cm x 75cm),1,25.99,25.99,misc,,,182e949821905dd2,
RaceDayQuads,2022-08-29,633215,ToolKitRC SC100 USB-C to XT60 Adapter Cable,1,8.99,8.99,tool,,,182ead0ab2932fd7,
RaceDayQuads,2022-08-29,633215,RunCam Thumb Pro 4K HD Action Camera - Gyroflow Compatible - Thumb PRO 4K HD,1,89.99,89.99,cam,,,182ead0ab2932fd7,
RaceDayQuads,2022-08-29,633215,Caddx Polar U.FL Vista Antenna for DJI - LHCP,2,7.90,15.80,vtx,,,182ead0ab2932fd7,
RaceDayQuads,2022-09-17,638653,RunCam Thumb Pro 4K Action Camera ND Filter Set,1,14.99,14.99,cam,,,1834d096205ad07a,
RaceDayQuads,2022-09-17,638653,ToolkitRC ADP-100 100W Battery Charger Power Supply - XT60,1,19.99,19.99,tool,,,1834d096205ad07a,
RaceDayQuads,2022-09-17,638653,"Azure Power Johnny Freestyle 4.8x3.8x3 POPO Compatible Tri-Blade 5"" Prop 4 Pack - Orange",1,3.29,3.29,prop,,,1834d096205ad07a,
RaceDayQuads,2022-09-26,641139,BDI Luxe Goggle Bag for Digidapter Equipped DJI FPV Goggles,1,21.99,21.99,misc,,,1837c15e3ca6f9a2,
RaceDayQuads,2022-09-26,641139,RDQ Micro FPV Racing Gates for Mobula7/TinyHawk/BetaFPV Whoops - Magnetic Base,1,15.69,15.69,misc,,,1837c15e3ca6f9a2,
RaceDayQuads,2022-10-11,644535,RDQ Micro FPV Racing Gates for Mobula7/TinyHawk/BetaFPV Whoops - Ground Spikes,2,13.99,27.98,misc,,,183c6d90303ce008,
RaceDayQuads,2022-10-11,644535,RDQ Micro FPV Racing Gates for Mobula7/TinyHawk/BetaFPV Whoops - Heavy Metal Base,2,14.99,29.98,misc,,,183c6d90303ce008,
RaceDayQuads,2022-10-11,644535,Flowstate: The FPV Drone Documentary - Special Edition BluRay,1,19.99,19.99,misc,,,183c6d90303ce008,
GetFPV,2022-10-21,1001004836,Happymodel EP1 Dual True Diversity ExpressLRS Receiver w/ Antennas,1,21.99,21.99,rx,,,183fb4937551171c,
GetFPV,2022-10-21,1001004836,Brain3D Stock GoPro Tab Style Base - QAV-S JohnnyFPV Edition,1,4.99,4.99,cam,,,183fb4937551171c,
GetFPV,2022-10-24,1001005687,Brain3D Stock GoPro Tab Style Base - QAV-S JohnnyFPV Edition,1,4.99,4.99,cam,,,1840a188f34265cb,
Pyrodrone,2022-10-24,318712,Vertical Video GoPro Hero 9/10 TPU Mount - Choose Color (Pyro Blue),1,15.00,15.00,misc,,,1840a147dc9493f3,
GetFPV,2022-11-20,1001013978,Happymodel EP1 Dual True Diversity ExpressLRS Receiver w/ Antennas,1,21.99,21.99,rx,,,1849444861b02630,
GetFPV,2022-11-20,1001013978,Lumenier AXII HD 2 Patch Visor 5.8GHz Antenna Combo Set for DJI FPV Goggles (Blue),1,79.99,79.99,vtx,,,1849444861b02630,
GetFPV,2022-11-20,1001013978,SpeedyBee Adapter 3,1,35.99,35.99,misc,,?,1849444861b02630,unclear exact use/purpose of adapter
RaceDayQuads,2022-11-26,656853,Ummagawd UMMAGRIP Universal Super Sticky Battery Pad,1,4.99,4.99,misc,,,184b38e2e42082b6,
RaceDayQuads,2022-11-26,656853,RunCam Thumb 1080p HD Action Camera w/ 3D Printed Mount - Gyroflow Compatible,1,34.99,34.99,cam,,,184b38e2e42082b6,
RaceDayQuads,2022-12-11,661260,SMA Male to Female Rigid (but Flexible) Extension Pigtail,2,3.79,7.58,misc,,,185012414eb4cb32,
RaceDayQuads,2022-12-11,661260,Lumenier AXII 2 5.8GHz Stubby SMA Antenna - RHCP,2,19.99,39.98,vtx,,,185012414eb4cb32,
RaceDayQuads,2022-12-11,661260,Auline 7.4V 2S 4800mAH 1C Li-Ion Battery for Fatshark Goggles - XT30,1,19.99,19.99,battery,,,185012414eb4cb32,
RaceDayQuads,2022-12-15,662185,SMA Male to Female Rigid (but Flexible) Extension Pigtail,2,3.79,7.58,misc,,,18516554857c420b,
RaceDayQuads,2022-12-15,662185,XT60 Connector (1PC) - Male/Blue,4,0.49,1.96,misc,,,18516554857c420b,
RaceDayQuads,2022-12-15,662185,BetaFPV T Dipole 2.4GHz RC Antenna 2 Pack - 80mm,1,6.99,6.99,rx,,,18516554857c420b,
RaceDayQuads,2023-01-11,669035,Foxeer Lollipop V4 5.8GHz Stubby SMA Antenna 2 Pack - Red/RHCP,2,19.90,39.80,vtx,,,185a1236093a2af4,
RaceDayQuads,2023-01-11,669115,"Gemfan Durable 2015 Bi-Blade 2"" Prop 8 Pack (1.5mm Shaft) - Clear Blue",2,3.29,6.58,prop,,,185a2af2cf3aa408,
GetFPV,2023-01-19,1001034722,Happymodel Mobeetle6 1S 65mm 2-in-1 Whoop Drone (SPI ELRS 2.4GHz),1,119.99,119.99,misc,,?,185c759511d3e1f3,"complete whoop drone (frame+fc+vtx+motors), not a single-category part"
GetFPV,2023-01-19,1001034722,VIFLY WhoopStor V2 6-Port 1S Battery Charger and Discharger - LiHV/LiPo,1,29.99,29.99,tool,,,185c759511d3e1f3,
RaceDayQuads,2023-01-21,671526,HappyModel Mobula 6/7 3.8V 1S 300mAh 30C LiHV Whoop/Micro Battery - PH2.0,2,5.99,11.98,battery,,,185d42cbbee7edf8,
RaceDayQuads,2023-01-21,671526,Auline 7.4V 2S 4800mAH 1C Li-Ion Battery for Fatshark Goggles - XT30,1,19.99,19.99,battery,,,185d42cbbee7edf8,
RaceDayQuads,2023-01-23,672025,HappyModel Mobula 6/7 3.8V 1S 300mAh 30C LiHV Whoop/Micro Battery - PH2.0,2,5.99,11.98,battery,,,185de80d527d72ac,
RaceDayQuads,2023-02-03,674869,RDQ All-In-One Driver Tool,1,29.99,29.99,tool,,,18617545b17fb47e,
GetFPV,2023-02-06,1001040723,SMA Female to MMCX Male 90 Degree Extension Cable - 30cm,1,4.99,4.99,vtx,,,18627219296fe2a1,
GetFPV,2023-02-06,1001040723,CNHL Black Series 100C 4S LiPo Battery - 2000mAh,2,26.99,53.98,battery,,,18627219296fe2a1,
RaceDayQuads,2023-02-09,676220,Flywoo 14.8V 4S 18650 3000mAh 10C Li-Ion Battery for Explorer LR - XT30,1,45.99,45.99,battery,,,18633818b1769930,
RaceDayQuads,2023-02-09,676220,HappyModel V4 75mm Whoop Frame For Moblite7/Mobula7/Mobula7 1S - White,2,3.99,7.98,frame,,,18633818b1769930,
GetFPV,2023-02-17,1001044076,Happymodel Moblite7 650mAh 1S Lipo Battery,6,4.99,29.94,battery,,,18661a26e078231b,
RaceDayQuads,2023-02-17,678224,RDQ FPV Backpack - Without Rainfly,1,79.99,79.99,misc,,,18660a69b69193fe,
RaceDayQuads,2023-03-06,682562,"Gemfan Durable 2015 Bi-Blade 2"" Prop 8 Pack (1.5mm Shaft) - Clear Blue",2,3.29,6.58,prop,,,186b8522d3285741,
GetFPV,2023-03-07,1001049337,Gemfan Race Gate Stand,2,9.99,19.98,misc,,,186bd6d3806285d3,
GetFPV,2023-03-07,1001049337,Gemfan Durable 2015 2-Blade Propeller (Set of 8) - 1.5mm Shaft (Clear Blue),2,3.29,6.58,prop,,,186bd6d3806285d3,
RaceDayQuads,2023-03-16,684750,RDQ PCB Wire by Joshua Bardwell and RaceDayQuads - Choose Your Size - 20mm,9,1.59,14.31,misc,,,186ea365880af44d,
RaceDayQuads,2023-03-28,687447,HappyModel Mobula 6 / Mobula 7 3.8V 1S 300mAh 30C LiHV Whoop/Micro Battery - PH2.0,3,5.99,17.97,battery,,,187298c48d7726a1,
RaceDayQuads,2023-03-28,687447,BetaFPV BT2.0 1S Whoop Pigtail Cable 6 Pack,1,7.99,7.99,misc,,,187298c48d7726a1,
RaceDayQuads,2023-03-28,687447,Skyzone Sky04X PU Faceplate Pad w/ Velcro,1,4.99,4.99,misc,,,187298c48d7726a1,
RaceDayQuads,2023-03-28,687447,PowerWhoop Upgraded 20AWG Solid Pin Whoop Pigtail Connector - PH2.0,2,1.99,3.98,misc,,,187298c48d7726a1,
RaceDayQuads,2023-04-02,688616,Gemfan 1219-3 Durable Tri-Blade 31mm Micro/Whoop Prop 8 Pack (1mm Shaft) - Choose Your Color - Clear Red,1,4.99,4.99,prop,,,18743905d758f8a3,
RaceDayQuads,2023-04-02,688616,HappyModel EX 0802 19000Kv Whoop/Micro Motor for Mobula 6 HD - CW,5,9.99,49.95,motor,,,18743905d758f8a3,
RaceDayQuads,2023-04-02,688616,BetaFPV Meteor65 Pro Whoop Frame - Green,1,4.99,4.99,frame,,,18743905d758f8a3,
RaceDayQuads,2023-04-02,688616,BetaFPV BT2.0 1S Whoop Connector Male/Female Set 5 Pack,1,4.99,4.99,misc,,,18743905d758f8a3,
RaceDayQuads,2023-04-07,689828,Happymodel BNF Mobula6 HDZero 1S 65mm Micro Whoop - Choose Version - ELRS 2.4GHz,1,199.99,199.99,misc,,?,1875cb299b99e6e3,Complete BNF quad
Pyrodrone,2023-04-08,344840,HappyModel Unibell Ex0802 19000KV Motor (CW),1,9.99,9.99,motor,,,18762c74b55c51fc,
Pyrodrone,2023-04-08,344840,HDZero MIPI Cable 40mm,1,6.00,6.00,misc,,,18762c74b55c51fc,
Webleedfpv,2023-04-09,2269,weBLEEDfpv 300mAh 1S LiPo Batteries - (Choose Style Plug),1,27.99,27.99,battery,,,187658855a39c0b1,
Webleedfpv,2023-04-11,2290,weBLEEDfpv 300mAh 1S LiPo Batteries - (Choose Style Plug),1,27.99,27.99,battery,,,1877069c51c56714,
GetFPV,2023-04-23,1001063609,HDZero MIPI Camera Cable,1,6.99,6.99,misc,,,187aeb34eda8765b,
GetFPV,2023-04-23,1001063609,T-Motor VELOX VELOCE V2 V2306.5 Motor (Royal Blue) - 1950KV/2550KV,5,17.50,87.50,motor,,,187aeb34eda8765b,email showed $87.50 as row subtotal for qty5; unit_price derived as 87.50/5
GetFPV,2023-04-23,1001063609,HDZero MIPI Camera Cable (40mm),1,6.99,6.99,misc,,,187aeb34eda8765b,
GetFPV,2023-04-23,1001063609,T-Motor VELOX VELOCE V2 V2306.5 Motor (Royal Blue) - 2550kv,5,17.50,87.50,motor,,,187aeb34eda8765b,
RaceDayQuads,2023-05-01,695953,RDQ Micro FPV Racing Gate Parts - Metal Base 2 Pack,1,3.99,3.99,misc,,,187d89db28fae9ae,
RaceDayQuads,2023-05-01,695953,"Gemfan Hurricane MCK 51466-3 V2 Tri-Blade 5.1"" Prop 4 Pack - Choose Color - Wave Blue",8,3.29,26.32,prop,,,187d89db28fae9ae,
GetFPV,2023-05-07,1001067731,HDZero Whoop HD FPV Divimath Video Transmitter,1,49.99,49.99,vtx,,,187f8055d85a7752,
Pyrodrone,2023-05-07,349638,STRIX Ultimate Joshua Bardwell Parallel Charging Board 2-6S,1,39.99,39.99,tool,,,187f7f29221f4ea4,
Pyrodrone,2023-05-07,349638,Five33 TinyTrainer Spare Canopy (2 pc.) - Choose Color (Clear+Smoke),1,8.50,8.50,frame,,,187f7f29221f4ea4,
Pyrodrone,2023-05-07,349638,T-Motor T5146 Propeller (Set of 4) (CLEAR BLUE),2,3.19,6.38,prop,,,187f7f29221f4ea4,
RaceDayQuads,2023-05-08,697704,M3 Flight Controller Vibration Dampener 4 Pack - Choose Your Color - Red,2,1.99,3.98,misc,,,187fc924ac7d867f,
RaceDayQuads,2023-05-08,697704,M2 Flight Controller Vibration Dampeners 4 Pack,2,2.99,5.98,misc,,,187fc924ac7d867f,
RaceDayQuads,2023-05-08,697704,MMCX Female Connector (1PC),2,0.74,1.48,vtx,,?,187fc924ac7d867f,"MMCX antenna connector, category uncertain"
RaceDayQuads,2023-06-13,706035,M2 Flight Controller Vibration Dampeners 4 Pack,1,2.99,2.99,misc,,,188b4c67775a7a17,
RaceDayQuads,2023-06-13,706035,BetaFPV Toothpick / Whoop Hardware Kit,1,9.99,9.99,misc,,,188b4c67775a7a17,
RaceDayQuads,2023-06-13,706035,BetaFPV Meteor65 Whoop Frame - Choose Your Color - Blue,1,4.99,4.99,frame,,,188b4c67775a7a17,
RaceDayQuads,2023-06-13,706035,RDQ Micro FPV Racing Gate Parts - Ground Spikes 2 Pack,2,1.69,3.38,misc,,,188b4c67775a7a17,
RaceDayQuads,2023-06-22,708261,BetaFPV Meteor65 Pro Whoop Frame - Green,2,4.99,9.98,frame,,,188e55f948282847,
RaceDayQuads,2023-06-22,708261,BetaFPV Meteor65 Whoop Frame - Choose Your Color - Blue,2,4.99,9.98,frame,,,188e55f948282847,
RaceDayQuads,2023-06-22,708261,"HQ Prop 6x4.5E Fixed Wing Bi-Blade 6"" Prop 1 Pack - Black",1,2.05,2.05,prop,,,188e55f948282847,
RaceDayQuads,2023-06-25,708922,HappyModel ES24TX Slim Pro ELRS 2.4GHz RC Transmitter Module,1,47.99,47.99,misc,,?,188f424c8405c8a8,"TX module, no matching category"
GetFPV,2023-07-13,1001085315,Flywoo GOKU F405 AIO - F405 FC + 12A BLHeli_S 1-2S ESC w/ ELRS 2.4GHz Rx (ICM42688),1,89.99,89.99,esc,,?,189511415c091d3f,AIO FC+ESC+RX combo
GetFPV,2023-07-13,1001085315,8pin JST-SH 4-in-1 ESC to FC Cable (7cm),1,1.49,1.49,misc,,,189511415c091d3f,
Pyrodrone,2023-07-15,360646,HDZero MIPI Cable 120mm,1,9.99,9.99,misc,,,1895b5415ae61a4e,
